Order ID,Customer Name,Email,Country,Currency,Product SKU,Product Description,Quantity,Unit Price,Total Price,Order Date,Shipping Fee,Delivery Status,Delivery Date,Payment Method,Notes,Unnamed: 0,Delivery_Date_Error,Recalc Total Price,Total_Price_Mismatch,Order Validity
ORD6915,王伟,王伟@outlook.com,USA,€,678,Laptop Bag,3,40.0,,2023-05-12,-3.0,In Transit,2023-05-14,credit card,<div>Hurry</div>,204,False,117.0,False,Valid
ORD11928,Anna Müller,annamüller@yahoo.com,United States,$,678,Gaming Chair,3,40.0,,2023-05-12,,Delivered,2023-05-22,PayPal,,223,False,,False,Valid
ORD18392,John Doe,johndoe@gmail.com,United Kingdom,JPY,345,Laptop Bag,1,25.0,,2023-05-12,,Cancelled,2023-05-14,paypal,Delayed! 😡,238,False,,False,Valid
ORD17446,Jane Smith,janesmith@hotmail.com,UK,€,999,Laptop Bag,2,25.0,,2023-05-12,,In Transit,2023-05-14,PayPal,,249,False,,False,Valid
,Carlos Diaz,carlosdiaz@hotmail.com,United Kingdom,£,234,Gaming Chair,1,40.0,,2023-05-12,,In Transit,2023-05-22,PayPal,Excellent 👍,260,False,,False,Valid
,Marie Curie,mariecurie@yahoo.com,United States,USD,999,Gaming Chair,3,40.0,,2023-05-12,,Other,2023-05-14,Cash on deliv,Delayed! 😡,272,False,,False,Valid
ORD14491,Marie Curie,mariecurie@outlook.com,DE,£,345,Laptop Bag,1,25.0,,2023-05-12,7.0,In Transit,2023-05-14,Cash on deliv,Delayed! 😡,277,False,32.0,False,Valid
ORD17494,王伟,王伟@outlook.com,USA,USD,999,Laptop Bag,1,25.0,,2023-05-12,-3.0,In Transit,2023-05-17,Cash on deliv,Excellent 👍,293,False,22.0,False,Valid
ORD17109,王伟,王伟@yahoo.com,DE,£,234,Laptop Bag,3,40.0,,2023-05-12,,Cancelled,2023-05-22,PayPal,Excellent 👍,302,False,,False,Valid
ORD14269,Jane Smith,janesmith@gmail.com,UK,JPY,234,Laptop Bag,1,40.0,,2023-05-12,-3.0,Delivered,2023-05-17,PayPal,,306,False,37.0,False,Valid
ORD11264,Jane Smith,janesmith@gmail.com,Germany,JPY,234,Smartphone,1,25.0,,2023-05-12,5.0,Delivered,2023-05-17,Cash on deliv,Excellent 👍,325,False,30.0,False,Valid
ORD2776,John Doe,johndoe@gmail.com,UK,USD,234,Smartphone,3,25.0,,2023-05-12,7.0,In Transit,2023-05-22,PayPal,,332,False,82.0,False,Valid
ORD4984,Carlos Diaz,carlosdiaz@outlook.com,DE,JPY,234,Gaming Chair,2,40.0,,2023-05-12,,Other,2023-05-14,credit card,<div>Hurry</div>,342,False,,False,Valid
ORD16248,Anna Müller,annamüller@hotmail.com,DE,USD,123,Smartphone,3,25.0,,2023-05-12,5.0,In Transit,2023-05-22,PayPal,<div>Hurry</div>,353,False,80.0,False,Valid
ORD5656,王伟,王伟@gmail.com,DE,€,345,USB-C Cable,1,25.0,,2023-05-12,,Delivered,2023-05-22,PayPal,<div>Hurry</div>,356,False,,False,Valid
ORD4170,王伟,王伟@hotmail.com,UK,USD,123,Wireless Mouse,3,25.0,,2023-05-12,,In Transit,2023-05-17,paypal,<div>Hurry</div>,386,False,,False,Valid
ORD12987,Anna Müller,annamüller@gmail.com,Deutschland,USD,234,USB-C Cable,1,40.0,,2023-05-12,,Other,2023-05-22,Cash on deliv,Delayed! 😡,393,False,,False,Valid
ORD17003,Carlos Diaz,carlosdiaz@outlook.com,UK,USD,123,Wireless Mouse,2,25.0,,2023-05-12,,In Transit,2023-05-17,Credit Curd,Delayed! 😡,406,False,,False,Valid
ORD17605,Anna Müller,annamüller@hotmail.com,United Kingdom,JPY,678,Smartphone,1,25.0,,2023-05-12,,Other,2023-05-17,Cash on deliv,Excellent 👍,437,False,,False,Valid
ORD15890,Marie Curie,mariecurie@yahoo.com,Deutschland,$,234,USB-C Cable,3,25.0,,2023-05-12,,In Transit,2023-05-22,paypal,<div>Hurry</div>,456,False,,False,Valid
ORD13426,Marie Curie,mariecurie@gmail.com,United Kingdom,£,234,Smartphone,2,40.0,,2023-05-12,,Other,2023-05-22,paypal,<div>Hurry</div>,464,False,,False,Valid
ORD17562,Anna Müller,annamüller@outlook.com,United States,$,123,Laptop Bag,2,25.0,,2023-05-12,-3.0,In Transit,2023-05-17,paypal,,470,False,47.0,False,Valid
ORD8770,Jane Smith,janesmith@hotmail.com,USA,JPY,999,Gaming Chair,2,40.0,,2023-05-12,5.0,Cancelled,2023-05-22,Credit Curd,Delayed! 😡,475,False,85.0,False,Valid
ORD12093,Marie Curie,mariecurie@yahoo.com,USA,$,234,Laptop Bag,2,40.0,,2023-05-12,-3.0,In Transit,2023-05-14,PayPal,Delayed! 😡,480,False,77.0,False,Valid
ORD14244,Anna Müller,annamüller@yahoo.com,UK,JPY,999,Wireless Mouse,3,40.0,,2023-05-12,,In Transit,2023-05-22,credit card,,497,False,,False,Valid
,Jane Smith,janesmith@gmail.com,United States,USD,999,Gaming Chair,3,40.0,,2023-05-12,,In Transit,2023-05-14,paypal,<div>Hurry</div>,499,False,,False,Valid
ORD9938,Jane Smith,janesmith@gmail.com,DE,USD,123,Laptop Bag,2,25.0,,2023-05-12,-3.0,In Transit,2023-05-22,Credit Curd,Delayed! 😡,517,False,47.0,False,Valid
ORD10859,王伟,王伟@gmail.com,UK,USD,678,Laptop Bag,1,25.0,,2023-05-12,,Delivered,2023-05-22,credit card,<div>Hurry</div>,527,False,,False,Valid
ORD15638,Anna Müller,annamüller@outlook.com,United Kingdom,$,678,Gaming Chair,3,40.0,,2023-05-12,5.0,Other,2023-05-14,credit card,<div>Hurry</div>,530,False,125.0,False,Valid
,Carlos Diaz,carlosdiaz@yahoo.com,USA,$,234,Smartphone,3,40.0,,2023-05-12,-3.0,Delivered,2023-05-17,Credit Curd,Delayed! 😡,543,False,117.0,False,Valid
ORD13560,John Doe,johndoe@yahoo.com,USA,$,999,Smartphone,1,25.0,,2023-05-12,,Cancelled,2023-05-17,Cash on deliv,,546,False,,False,Valid
,Carlos Diaz,carlosdiaz@outlook.com,United States,€,234,Smartphone,1,40.0,,2023-05-12,7.0,Other,2023-05-14,credit card,<div>Hurry</div>,554,False,47.0,False,Valid
ORD12285,Jane Smith,janesmith@yahoo.com,United States,USD,999,Laptop Bag,3,25.0,,2023-05-12,7.0,Other,2023-05-17,PayPal,,556,False,82.0,False,Valid
,王伟,王伟@outlook.com,United Kingdom,£,345,Gaming Chair,1,40.0,,2023-05-12,7.0,Delivered,2023-05-22,credit card,,559,False,47.0,False,Valid
ORD12424,Carlos Diaz,carlosdiaz@yahoo.com,United Kingdom,JPY,678,Smartphone,1,40.0,,2023-05-12,,Cancelled,2023-05-17,credit card,Delayed! 😡,573,False,,False,Valid
ORD16087,王伟,王伟@gmail.com,United States,€,678,Gaming Chair,2,40.0,,2023-05-12,,Other,2023-05-14,credit card,<div>Hurry</div>,578,False,,False,Valid
ORD8221,Anna Müller,annamüller@gmail.com,Germany,£,234,USB-C Cable,1,40.0,,2023-05-12,5.0,Other,2023-05-17,Credit Curd,,604,False,45.0,False,Valid
ORD14798,王伟,王伟@yahoo.com,Germany,£,678,USB-C Cable,1,40.0,,2023-05-12,,Cancelled,2023-05-22,PayPal,Delayed! 😡,606,False,,False,Valid
ORD2096,Jane Smith,janesmith@outlook.com,United Kingdom,$,999,Wireless Mouse,2,25.0,,2023-05-12,,Cancelled,2023-05-22,Credit Curd,<div>Hurry</div>,610,False,,False,Valid
ORD15051,Carlos Diaz,carlosdiaz@gmail.com,Germany,€,999,Smartphone,1,25.0,,2023-05-12,,Cancelled,2023-05-22,paypal,,618,False,,False,Valid
ORD7468,Anna Müller,annamüller@yahoo.com,United States,$,345,Wireless Mouse,1,40.0,,2023-05-12,5.0,Delivered,2023-05-14,Cash on deliv,,642,False,45.0,False,Valid
,John Doe,johndoe@gmail.com,United States,USD,678,Gaming Chair,1,40.0,,2023-05-12,5.0,Other,2023-05-22,Cash on deliv,,648,False,45.0,False,Valid
ORD1674,John Doe,johndoe@gmail.com,United Kingdom,$,999,Wireless Mouse,1,25.0,,2023-05-12,-3.0,Delivered,2023-05-22,Credit Curd,,670,False,22.0,False,Valid
ORD5346,王伟,王伟@yahoo.com,DE,USD,345,Smartphone,3,40.0,,2023-05-12,7.0,In Transit,2023-05-22,paypal,Delayed! 😡,714,False,127.0,False,Valid
ORD12475,John Doe,johndoe@yahoo.com,United States,€,234,Smartphone,1,25.0,,2023-05-12,,Cancelled,2023-05-22,Credit Curd,,723,False,,False,Valid
ORD15221,John Doe,johndoe@yahoo.com,United States,€,123,Laptop Bag,2,40.0,,2023-05-12,7.0,In Transit,2023-05-17,Credit Curd,,728,False,87.0,False,Valid
ORD15395,Carlos Diaz,carlosdiaz@yahoo.com,United States,€,123,USB-C Cable,2,40.0,,2023-05-12,,In Transit,2023-05-14,PayPal,Delayed! 😡,735,False,,False,Valid
,王伟,王伟@outlook.com,United States,JPY,678,USB-C Cable,3,25.0,,2023-05-12,-3.0,In Transit,2023-05-14,credit card,,736,False,72.0,False,Valid
,Jane Smith,janesmith@gmail.com,United Kingdom,$,234,Smartphone,1,40.0,,2023-05-12,,Other,2023-05-14,Cash on deliv,<div>Hurry</div>,749,False,,False,Valid
ORD13315,Jane Smith,janesmith@gmail.com,Deutschland,JPY,123,Wireless Mouse,3,25.0,,2023-05-12,,Cancelled,2023-05-14,credit card,Excellent 👍,753,False,,False,Valid
ORD15196,Jane Smith,janesmith@gmail.com,Germany,€,234,Wireless Mouse,1,25.0,,2023-05-12,7.0,Other,2023-05-22,Credit Curd,,763,False,32.0,False,Valid
ORD3127,John Doe,johndoe@outlook.com,Germany,$,345,USB-C Cable,2,40.0,,2023-05-12,,Delivered,2023-05-14,paypal,,774,False,,False,Valid
ORD1458,John Doe,johndoe@gmail.com,UK,$,123,Laptop Bag,1,40.0,,2023-05-12,,Delivered,2023-05-14,Cash on deliv,Delayed! 😡,775,False,,False,Valid
ORD6833,John Doe,johndoe@yahoo.com,DE,USD,123,Laptop Bag,3,40.0,,2023-05-12,7.0,In Transit,2023-05-22,credit card,Excellent 👍,788,False,127.0,False,Valid
,Marie Curie,mariecurie@gmail.com,UK,€,123,USB-C Cable,2,25.0,,2023-05-12,,Delivered,2023-05-17,paypal,Delayed! 😡,797,False,,False,Valid
ORD8579,Marie Curie,mariecurie@outlook.com,Germany,€,678,USB-C Cable,3,25.0,,2023-05-12,5.0,Cancelled,2023-05-14,PayPal,Excellent 👍,812,False,80.0,False,Valid
ORD19653,王伟,王伟@hotmail.com,UK,£,999,Laptop Bag,3,40.0,,2023-05-12,,In Transit,2023-05-17,Cash on deliv,,836,False,,False,Valid
ORD13604,Anna Müller,annamüller@outlook.com,Deutschland,JPY,234,Smartphone,3,40.0,,2023-05-12,,In Transit,2023-05-14,credit card,<div>Hurry</div>,845,False,,False,Valid
ORD1539,Marie Curie,mariecurie@hotmail.com,United States,$,345,Wireless Mouse,2,40.0,,2023-05-12,5.0,Other,2023-05-14,credit card,<div>Hurry</div>,849,False,85.0,False,Valid
ORD19587,John Doe,johndoe@yahoo.com,United Kingdom,€,678,Gaming Chair,2,40.0,,2023-05-12,5.0,Delivered,2023-05-22,paypal,Excellent 👍,859,False,85.0,False,Valid
ORD18108,Anna Müller,annamüller@yahoo.com,United States,JPY,999,Wireless Mouse,2,40.0,,2023-05-12,-3.0,Other,2023-05-22,paypal,Delayed! 😡,860,False,77.0,False,Valid
ORD15426,Carlos Diaz,carlosdiaz@hotmail.com,USA,JPY,999,Laptop Bag,3,40.0,,2023-05-12,5.0,In Transit,2023-05-22,Cash on deliv,,865,False,125.0,False,Valid
ORD10579,王伟,王伟@hotmail.com,USA,USD,123,Gaming Chair,3,40.0,,2023-05-12,-3.0,Other,2023-05-14,Cash on deliv,Delayed! 😡,866,False,117.0,False,Valid
ORD13828,王伟,王伟@hotmail.com,USA,$,678,Wireless Mouse,3,25.0,,2023-05-12,,In Transit,2023-05-17,Credit Curd,Excellent 👍,870,False,,False,Valid
ORD3369,王伟,王伟@hotmail.com,United Kingdom,£,678,Laptop Bag,1,25.0,,2023-05-12,,Delivered,2023-05-17,paypal,Excellent 👍,884,False,,False,Valid
,Jane Smith,janesmith@hotmail.com,United States,USD,999,Smartphone,1,40.0,,2023-05-12,,In Transit,2023-05-14,PayPal,,894,False,,False,Valid
ORD8029,王伟,王伟@hotmail.com,Deutschland,USD,999,Smartphone,1,25.0,,2023-05-12,7.0,In Transit,2023-05-14,PayPal,Delayed! 😡,895,False,32.0,False,Valid
ORD7100,John Doe,johndoe@hotmail.com,Deutschland,JPY,999,Smartphone,3,40.0,,2023-05-12,7.0,Delivered,2023-05-22,PayPal,Excellent 👍,898,False,127.0,False,Valid
ORD18951,Carlos Diaz,carlosdiaz@hotmail.com,United States,€,999,Wireless Mouse,1,40.0,,2023-05-12,,Delivered,2023-05-22,Cash on deliv,<div>Hurry</div>,903,False,,False,Valid
ORD11072,Marie Curie,mariecurie@outlook.com,Deutschland,£,678,Smartphone,1,40.0,,2023-05-12,,In Transit,2023-05-14,Credit Curd,Delayed! 😡,906,False,,False,Valid
ORD19013,Anna Müller,annamüller@yahoo.com,DE,JPY,999,USB-C Cable,2,40.0,,2023-05-12,-3.0,Delivered,2023-05-17,Credit Curd,<div>Hurry</div>,907,False,77.0,False,Valid
ORD15519,Jane Smith,janesmith@outlook.com,Germany,USD,345,Wireless Mouse,3,40.0,,2023-05-12,-3.0,In Transit,2023-05-17,credit card,Delayed! 😡,920,False,117.0,False,Valid
ORD10374,John Doe,johndoe@yahoo.com,United States,€,345,Wireless Mouse,1,40.0,,2023-05-12,,In Transit,2023-05-14,paypal,,925,False,,False,Valid
ORD13370,Jane Smith,janesmith@hotmail.com,UK,$,234,Laptop Bag,1,25.0,,2023-05-12,7.0,Cancelled,2023-05-17,Credit Curd,Excellent 👍,929,False,32.0,False,Valid
ORD14025,Anna Müller,annamüller@gmail.com,DE,JPY,678,Wireless Mouse,1,40.0,,2023-05-12,7.0,Delivered,2023-05-14,PayPal,,930,False,47.0,False,Valid
ORD11686,Carlos Diaz,carlosdiaz@hotmail.com,UK,€,123,Laptop Bag,2,25.0,,2023-05-12,5.0,In Transit,2023-05-17,Cash on deliv,Excellent 👍,936,False,55.0,False,Valid
ORD3803,王伟,王伟@outlook.com,USA,€,234,Laptop Bag,2,40.0,,2023-05-12,5.0,In Transit,2023-05-22,credit card,Delayed! 😡,939,False,85.0,False,Valid
ORD9687,Carlos Diaz,carlosdiaz@outlook.com,USA,JPY,999,Gaming Chair,1,25.0,,2023-05-12,-3.0,Other,2023-05-22,paypal,,940,False,22.0,False,Valid
,Jane Smith,janesmith@yahoo.com,Deutschland,$,345,USB-C Cable,1,40.0,,2023-05-12,5.0,Delivered,2023-05-14,PayPal,,942,False,45.0,False,Valid
ORD2618,John Doe,johndoe@gmail.com,UK,$,999,Wireless Mouse,2,40.0,,2023-05-12,7.0,Delivered,2023-05-17,credit card,<div>Hurry</div>,947,False,87.0,False,Valid
ORD13436,Carlos Diaz,carlosdiaz@hotmail.com,Germany,£,123,USB-C Cable,1,40.0,,2023-05-12,-3.0,In Transit,2023-05-14,Cash on deliv,<div>Hurry</div>,953,False,37.0,False,Valid
,John Doe,johndoe@hotmail.com,United States,JPY,345,Laptop Bag,1,40.0,,2023-05-12,,Delivered,2023-05-14,Cash on deliv,,967,False,,False,Valid
ORD16468,John Doe,johndoe@gmail.com,United States,£,234,USB-C Cable,3,40.0,,2023-05-12,-3.0,Cancelled,2023-05-17,paypal,,981,False,117.0,False,Valid
ORD9529,Marie Curie,mariecurie@outlook.com,UK,€,345,Gaming Chair,1,40.0,,2023-05-12,,Delivered,2023-05-17,credit card,,989,False,,False,Valid
ORD2706,Marie Curie,mariecurie@yahoo.com,DE,€,123,USB-C Cable,2,25.0,,2023-05-12,,Delivered,2023-05-14,Cash on deliv,<div>Hurry</div>,993,False,,False,Valid
ORD13950,Marie Curie,mariecurie@gmail.com,UK,JPY,999,USB-C Cable,2,40.0,,2023-05-12,,In Transit,2023-05-22,Credit Curd,,994,False,,False,Valid
ORD16503,Marie Curie,mariecurie@yahoo.com,Deutschland,£,123,USB-C Cable,1,25.0,,2023-05-12,,In Transit,2023-05-14,Cash on deliv,,1003,False,,False,Valid
ORD18031,Anna Müller,annamüller@hotmail.com,Germany,USD,234,Gaming Chair,1,25.0,,2023-05-12,5.0,In Transit,2023-05-14,Cash on deliv,<div>Hurry</div>,1006,False,30.0,False,Valid
ORD6326,Anna Müller,annamüller@outlook.com,DE,JPY,123,Smartphone,1,25.0,,2023-05-12,,Other,2023-05-17,credit card,Excellent 👍,1023,False,,False,Valid
ORD12025,王伟,王伟@gmail.com,USA,JPY,234,USB-C Cable,2,40.0,,2023-05-12,,Delivered,2023-05-22,PayPal,,1024,False,,False,Valid
ORD17873,John Doe,johndoe@outlook.com,United States,JPY,234,USB-C Cable,1,40.0,,2023-05-12,5.0,In Transit,2023-05-17,PayPal,,1029,False,45.0,False,Valid
ORD16747,Anna Müller,annamüller@outlook.com,UK,£,999,Smartphone,2,25.0,,2023-05-12,7.0,Delivered,2023-05-22,Cash on deliv,Delayed! 😡,1030,False,57.0,False,Valid
ORD19223,Carlos Diaz,carlosdiaz@yahoo.com,United Kingdom,£,123,USB-C Cable,1,40.0,,2023-05-12,,In Transit,2023-05-17,credit card,,1033,False,,False,Valid
ORD4143,Anna Müller,annamüller@hotmail.com,Germany,JPY,123,Laptop Bag,3,25.0,,2023-05-12,7.0,In Transit,2023-05-14,credit card,,1035,False,82.0,False,Valid
ORD18552,Marie Curie,mariecurie@outlook.com,USA,USD,999,USB-C Cable,2,40.0,,2023-05-12,,Other,2023-05-17,Cash on deliv,,1036,False,,False,Valid
ORD15988,王伟,王伟@yahoo.com,Germany,USD,345,Wireless Mouse,2,40.0,,2023-05-12,-3.0,In Transit,2023-05-22,PayPal,,1045,False,77.0,False,Valid
ORD13691,Marie Curie,mariecurie@outlook.com,Deutschland,USD,999,Smartphone,1,25.0,,2023-05-12,,In Transit,2023-05-14,paypal,,1063,False,,False,Valid
ORD11029,王伟,王伟@gmail.com,Deutschland,JPY,999,Wireless Mouse,2,25.0,,2023-05-12,7.0,Cancelled,2023-05-17,PayPal,,1067,False,57.0,False,Valid
ORD17570,王伟,王伟@hotmail.com,United Kingdom,JPY,999,Laptop Bag,1,40.0,,2023-05-12,-3.0,Cancelled,2023-05-14,PayPal,Delayed! 😡,1074,False,37.0,False,Valid
ORD14822,Anna Müller,annamüller@outlook.com,Germany,€,999,Wireless Mouse,2,40.0,,2023-05-12,5.0,In Transit,2023-05-22,Credit Curd,Delayed! 😡,1075,False,85.0,False,Valid
ORD13518,Anna Müller,annamüller@outlook.com,USA,$,678,Gaming Chair,1,40.0,,2023-05-12,,Other,2023-05-14,Cash on deliv,,1091,False,,False,Valid
ORD5394,王伟,王伟@yahoo.com,Germany,£,678,USB-C Cable,2,25.0,,2023-05-12,5.0,Delivered,2023-05-22,Cash on deliv,<div>Hurry</div>,1163,False,55.0,False,Valid
ORD19982,Marie Curie,mariecurie@outlook.com,DE,$,999,Smartphone,2,40.0,,2023-05-12,,In Transit,2023-05-17,Credit Curd,Excellent 👍,1179,False,,False,Valid
ORD13366,Carlos Diaz,carlosdiaz@outlook.com,USA,USD,678,USB-C Cable,1,25.0,,2023-05-12,-3.0,Other,2023-05-22,credit card,,1206,False,22.0,False,Valid
ORD18264,Marie Curie,mariecurie@gmail.com,DE,£,123,Smartphone,3,40.0,,2023-05-12,5.0,In Transit,2023-05-22,credit card,Excellent 👍,1207,False,125.0,False,Valid
ORD1072,Marie Curie,mariecurie@outlook.com,United States,€,234,Laptop Bag,1,40.0,,2023-05-12,-3.0,Delivered,2023-05-14,credit card,<div>Hurry</div>,1223,False,37.0,False,Valid
ORD17519,王伟,王伟@yahoo.com,Deutschland,$,234,Smartphone,2,25.0,,2023-05-12,,Cancelled,2023-05-14,PayPal,,1255,False,,False,Valid
ORD17500,John Doe,johndoe@yahoo.com,United States,USD,123,Laptop Bag,2,25.0,,2023-05-12,,In Transit,2023-05-22,credit card,Excellent 👍,1262,False,,False,Valid
ORD12374,John Doe,johndoe@outlook.com,USA,€,345,Smartphone,2,40.0,,2023-05-12,,In Transit,2023-05-22,Credit Curd,<div>Hurry</div>,1265,False,,False,Valid
ORD5674,Carlos Diaz,carlosdiaz@hotmail.com,USA,€,234,Laptop Bag,3,40.0,,2023-05-12,,Other,2023-05-22,Credit Curd,Excellent 👍,1270,False,,False,Valid
ORD12218,Marie Curie,mariecurie@hotmail.com,United Kingdom,£,678,USB-C Cable,2,25.0,,2023-05-12,,In Transit,2023-05-14,paypal,Delayed! 😡,1290,False,,False,Valid
ORD9851,王伟,王伟@hotmail.com,Deutschland,£,234,Wireless Mouse,3,25.0,,2023-05-12,,Cancelled,2023-05-22,PayPal,Excellent 👍,1291,False,,False,Valid
ORD15546,王伟,王伟@hotmail.com,UK,USD,345,Smartphone,2,25.0,,2023-05-12,5.0,Delivered,2023-05-14,Cash on deliv,Delayed! 😡,1297,False,55.0,False,Valid
ORD16797,Carlos Diaz,carlosdiaz@yahoo.com,United Kingdom,$,345,USB-C Cable,3,25.0,,2023-05-12,5.0,Delivered,2023-05-14,paypal,<div>Hurry</div>,1301,False,80.0,False,Valid
ORD19428,王伟,王伟@yahoo.com,UK,£,234,Smartphone,2,25.0,,2023-05-12,,In Transit,2023-05-22,credit card,<div>Hurry</div>,1305,False,,False,Valid
ORD6939,John Doe,johndoe@outlook.com,UK,USD,678,Laptop Bag,1,25.0,,2023-05-12,,Delivered,2023-05-22,paypal,,1306,False,,False,Valid
ORD14030,John Doe,johndoe@hotmail.com,Deutschland,$,234,Wireless Mouse,3,25.0,,2023-05-12,,In Transit,2023-05-22,PayPal,,1312,False,,False,Valid
ORD9796,Jane Smith,janesmith@yahoo.com,DE,€,999,Smartphone,2,25.0,,2023-05-12,-3.0,In Transit,2023-05-22,credit card,Excellent 👍,1313,False,47.0,False,Valid
ORD13656,Carlos Diaz,carlosdiaz@yahoo.com,United States,$,345,USB-C Cable,3,40.0,,2023-05-12,,In Transit,2023-05-14,Credit Curd,,1316,False,,False,Valid
ORD7868,王伟,王伟@gmail.com,United States,USD,678,Laptop Bag,2,40.0,,2023-05-12,,In Transit,2023-05-14,credit card,<div>Hurry</div>,1317,False,,False,Valid
ORD2179,John Doe,johndoe@outlook.com,UK,£,678,Gaming Chair,1,25.0,,2023-05-12,,In Transit,2023-05-17,credit card,,1335,False,,False,Valid
ORD19784,Anna Müller,annamüller@yahoo.com,United States,JPY,234,Wireless Mouse,1,40.0,,2023-05-12,5.0,Other,2023-05-17,Credit Curd,Excellent 👍,1344,False,45.0,False,Valid
ORD4676,王伟,王伟@yahoo.com,United States,JPY,234,Laptop Bag,1,40.0,,2023-05-12,7.0,In Transit,2023-05-17,paypal,,1351,False,47.0,False,Valid
ORD15611,Anna Müller,annamüller@gmail.com,United States,USD,345,Smartphone,2,25.0,,2023-05-12,-3.0,In Transit,2023-05-14,PayPal,,1363,False,47.0,False,Valid
ORD12411,Carlos Diaz,carlosdiaz@yahoo.com,DE,$,678,Gaming Chair,3,40.0,,2023-05-12,,Cancelled,2023-05-22,Cash on deliv,,1370,False,,False,Valid
ORD4859,王伟,王伟@gmail.com,DE,£,678,Wireless Mouse,3,25.0,,2023-05-12,,In Transit,2023-05-14,PayPal,Excellent 👍,1375,False,,False,Valid
ORD10444,Carlos Diaz,carlosdiaz@gmail.com,United Kingdom,€,123,Smartphone,3,40.0,,2023-05-12,5.0,Cancelled,2023-05-14,PayPal,,1389,False,125.0,False,Valid
ORD6608,John Doe,johndoe@outlook.com,United Kingdom,€,999,Gaming Chair,3,40.0,,2023-05-12,,In Transit,2023-05-22,credit card,Delayed! 😡,1399,False,,False,Valid
