Order ID,Customer Name,Email,Country,Currency,Product SKU,Product Description,Quantity,Unit Price,Total Price,Order Date,Shipping Fee,Delivery Status,Delivery Date,Payment Method,Notes,Unnamed: 0,Delivery_Date_Error,Recalc Total Price,Total_Price_Mismatch,Order Validity
ORD5443,Marie Curie,mariecurie@gmail.com,United States,$,123,Smartphone,1,40.0,,2023-05-12,-3.0,In Transit,2023-05-22,credit card,Delayed! 😡,118,False,37.0,False,Valid
ORD2539,Marie Curie,mariecurie@yahoo.com,United Kingdom,€,345,Gaming Chair,3,25.0,,2026-12-01,5.0,Cancelled,2026-11-30,credit card,Delayed! 😡,120,True,80.0,False,Invalid: Future Date
ORD14994,Jane Smith,janesmith@hotmail.com,Deutschland,USD,999,Laptop Bag,3,25.0,,2026-12-01,,In Transit,2026-12-03,Credit Curd,,133,False,,False,Invalid: Future Date
ORD13757,王伟,王伟@yahoo.com,USA,$,234,Laptop Bag,3,25.0,,2023-05-12,,In Transit,2023-05-22,paypal,,134,False,,False,Valid
,Anna Müller,annamüller@outlook.com,United Kingdom,€,999,USB-C Cable,2,25.0,,2023-05-12,5.0,Delivered,2023-05-14,PayPal,<div>Hurry</div>,135,False,55.0,False,Valid
ORD4942,Carlos Diaz,carlosdiaz@gmail.com,United States,JPY,345,Smartphone,1,25.0,,2023-05-12,,Delivered,2023-05-17,PayPal,Excellent 👍,137,False,,False,Valid
ORD13947,John Doe,johndoe@outlook.com,DE,USD,345,Gaming Chair,1,25.0,,2026-12-01,5.0,In Transit,2026-11-30,paypal,Delayed! 😡,145,True,30.0,False,Invalid: Future Date
ORD4899,王伟,王伟@gmail.com,Germany,JPY,234,Laptop Bag,3,25.0,,2023-05-12,7.0,Delivered,2023-05-14,paypal,Delayed! 😡,154,False,82.0,False,Valid
ORD17178,John Doe,johndoe@gmail.com,USA,JPY,999,Gaming Chair,2,40.0,,2026-12-01,7.0,Cancelled,2026-12-06,credit card,Delayed! 😡,165,False,87.0,False,Invalid: Future Date
ORD18561,王伟,王伟@gmail.com,UK,JPY,345,Gaming Chair,1,40.0,,2026-12-01,,In Transit,2026-12-06,Cash on deliv,<div>Hurry</div>,169,False,,False,Invalid: Future Date
ORD10188,Anna Müller,annamüller@yahoo.com,United Kingdom,£,123,USB-C Cable,3,25.0,,2023-05-12,,Delivered,2023-05-11,Cash on deliv,Excellent 👍,176,True,,False,Invalid: Delivery Date Error
,John Doe,johndoe@yahoo.com,DE,USD,678,Wireless Mouse,2,40.0,,2026-12-01,7.0,Delivered,2026-12-03,paypal,,180,False,87.0,False,Invalid: Future Date
ORD9329,Carlos Diaz,carlosdiaz@hotmail.com,Deutschland,£,234,Gaming Chair,2,25.0,,2023-05-12,,Other,2023-05-22,paypal,,181,False,,False,Valid
ORD7926,Carlos Diaz,carlosdiaz@hotmail.com,Germany,USD,678,Wireless Mouse,2,40.0,,2026-12-01,,In Transit,2026-11-30,PayPal,,182,True,,False,Invalid: Future Date
ORD3059,Jane Smith,janesmith@hotmail.com,Germany,JPY,345,Smartphone,2,25.0,,2026-12-01,-3.0,In Transit,2026-12-03,Cash on deliv,<div>Hurry</div>,183,False,47.0,False,Invalid: Future Date
ORD3944,John Doe,johndoe@gmail.com,UK,£,999,Smartphone,2,25.0,,2023-05-12,5.0,In Transit,2023-05-22,Cash on deliv,Delayed! 😡,186,False,55.0,False,Valid
ORD14764,Carlos Diaz,carlosdiaz@gmail.com,Deutschland,JPY,678,Gaming Chair,1,40.0,,2023-05-12,7.0,Cancelled,2023-05-11,Cash on deliv,,187,True,47.0,False,Invalid: Delivery Date Error
ORD8316,Anna Müller,annamüller@yahoo.com,United Kingdom,USD,999,USB-C Cable,3,25.0,,2023-05-12,7.0,Other,2023-05-17,credit card,Excellent 👍,190,False,82.0,False,Valid
ORD2362,Carlos Diaz,carlosdiaz@gmail.com,United States,€,345,Smartphone,1,25.0,,2026-12-01,7.0,In Transit,2026-11-30,paypal,Excellent 👍,191,True,32.0,False,Invalid: Future Date
ORD6880,Marie Curie,mariecurie@outlook.com,United Kingdom,$,678,Smartphone,2,40.0,,2026-12-01,-3.0,Cancelled,2026-11-30,paypal,Excellent 👍,194,True,77.0,False,Invalid: Future Date
ORD17648,Carlos Diaz,carlosdiaz@yahoo.com,United States,JPY,123,Smartphone,3,40.0,,2023-05-12,,In Transit,2023-05-22,credit card,,202,False,,False,Valid
ORD6915,王伟,王伟@outlook.com,USA,€,678,Laptop Bag,3,40.0,,2023-05-12,-3.0,In Transit,2023-05-14,credit card,<div>Hurry</div>,204,False,117.0,False,Valid
ORD15207,Jane Smith,janesmith@gmail.com,UK,€,123,Wireless Mouse,3,40.0,,2026-12-01,-3.0,Cancelled,2026-12-03,Cash on deliv,,216,False,117.0,False,Invalid: Future Date
ORD11928,Anna Müller,annamüller@yahoo.com,United States,$,678,Gaming Chair,3,40.0,,2023-05-12,,Delivered,2023-05-22,PayPal,,223,False,,False,Valid
ORD4057,Carlos Diaz,carlosdiaz@hotmail.com,UK,€,234,Smartphone,2,40.0,,2026-12-01,,In Transit,2026-11-30,PayPal,Excellent 👍,233,True,,False,Invalid: Future Date
ORD11502,Carlos Diaz,carlosdiaz@hotmail.com,UK,$,345,Wireless Mouse,2,25.0,,2023-05-12,,Other,2023-05-11,Credit Curd,,237,True,,False,Invalid: Delivery Date Error
ORD18392,John Doe,johndoe@gmail.com,United Kingdom,JPY,345,Laptop Bag,1,25.0,,2023-05-12,,Cancelled,2023-05-14,paypal,Delayed! 😡,238,False,,False,Valid
ORD17446,Jane Smith,janesmith@hotmail.com,UK,€,999,Laptop Bag,2,25.0,,2023-05-12,,In Transit,2023-05-14,PayPal,,249,False,,False,Valid
,Carlos Diaz,carlosdiaz@hotmail.com,United Kingdom,£,234,Gaming Chair,1,40.0,,2023-05-12,,In Transit,2023-05-22,PayPal,Excellent 👍,260,False,,False,Valid
ORD16305,Marie Curie,mariecurie@hotmail.com,United Kingdom,USD,678,Laptop Bag,1,40.0,,2023-05-12,7.0,In Transit,2023-05-11,Cash on deliv,Delayed! 😡,269,True,47.0,False,Invalid: Delivery Date Error
,Marie Curie,mariecurie@yahoo.com,United States,USD,999,Gaming Chair,3,40.0,,2023-05-12,,Other,2023-05-14,Cash on deliv,Delayed! 😡,272,False,,False,Valid
ORD14491,Marie Curie,mariecurie@outlook.com,DE,£,345,Laptop Bag,1,25.0,,2023-05-12,7.0,In Transit,2023-05-14,Cash on deliv,Delayed! 😡,277,False,32.0,False,Valid
ORD7562,Marie Curie,mariecurie@gmail.com,United Kingdom,JPY,234,Gaming Chair,1,25.0,,2023-05-12,,In Transit,2023-05-11,paypal,<div>Hurry</div>,279,True,,False,Invalid: Delivery Date Error
ORD17494,王伟,王伟@outlook.com,USA,USD,999,Laptop Bag,1,25.0,,2023-05-12,-3.0,In Transit,2023-05-17,Cash on deliv,Excellent 👍,293,False,22.0,False,Valid
ORD15409,Carlos Diaz,carlosdiaz@yahoo.com,Germany,€,999,Gaming Chair,3,25.0,,2026-12-01,5.0,Delivered,2026-12-06,Credit Curd,Delayed! 😡,297,False,80.0,False,Invalid: Future Date
ORD17109,王伟,王伟@yahoo.com,DE,£,234,Laptop Bag,3,40.0,,2023-05-12,,Cancelled,2023-05-22,PayPal,Excellent 👍,302,False,,False,Valid
ORD14269,Jane Smith,janesmith@gmail.com,UK,JPY,234,Laptop Bag,1,40.0,,2023-05-12,-3.0,Delivered,2023-05-17,PayPal,,306,False,37.0,False,Valid
ORD3042,Anna Müller,annamüller@gmail.com,DE,USD,123,Smartphone,1,40.0,,2026-12-01,7.0,In Transit,2026-11-30,PayPal,,315,True,47.0,False,Invalid: Future Date
ORD11264,Jane Smith,janesmith@gmail.com,Germany,JPY,234,Smartphone,1,25.0,,2023-05-12,5.0,Delivered,2023-05-17,Cash on deliv,Excellent 👍,325,False,30.0,False,Valid
ORD13413,王伟,王伟@outlook.com,United States,$,123,Laptop Bag,1,40.0,,2026-12-01,,Cancelled,2026-11-30,Credit Curd,,331,True,,False,Invalid: Future Date
ORD2776,John Doe,johndoe@gmail.com,UK,USD,234,Smartphone,3,25.0,,2023-05-12,7.0,In Transit,2023-05-22,PayPal,,332,False,82.0,False,Valid
ORD4984,Carlos Diaz,carlosdiaz@outlook.com,DE,JPY,234,Gaming Chair,2,40.0,,2023-05-12,,Other,2023-05-14,credit card,<div>Hurry</div>,342,False,,False,Valid
ORD16116,Jane Smith,janesmith@yahoo.com,UK,JPY,123,Gaming Chair,2,40.0,,2026-12-01,5.0,In Transit,2026-12-06,Credit Curd,Delayed! 😡,351,False,85.0,False,Invalid: Future Date
ORD16248,Anna Müller,annamüller@hotmail.com,DE,USD,123,Smartphone,3,25.0,,2023-05-12,5.0,In Transit,2023-05-22,PayPal,<div>Hurry</div>,353,False,80.0,False,Valid
ORD12789,王伟,王伟@gmail.com,United States,$,345,Wireless Mouse,3,25.0,,2023-05-12,7.0,Delivered,2023-05-11,Credit Curd,,354,True,82.0,False,Invalid: Delivery Date Error
ORD5656,王伟,王伟@gmail.com,DE,€,345,USB-C Cable,1,25.0,,2023-05-12,,Delivered,2023-05-22,PayPal,<div>Hurry</div>,356,False,,False,Valid
ORD1400,Anna Müller,annamüller@hotmail.com,DE,JPY,234,USB-C Cable,2,25.0,,2023-05-12,-3.0,Other,2023-05-11,PayPal,<div>Hurry</div>,363,True,47.0,False,Invalid: Delivery Date Error
ORD4170,王伟,王伟@hotmail.com,UK,USD,123,Wireless Mouse,3,25.0,,2023-05-12,,In Transit,2023-05-17,paypal,<div>Hurry</div>,386,False,,False,Valid
ORD11597,Marie Curie,mariecurie@outlook.com,USA,$,234,Smartphone,1,40.0,,2026-12-01,,In Transit,2026-11-30,paypal,,392,True,,False,Invalid: Future Date
ORD12987,Anna Müller,annamüller@gmail.com,Deutschland,USD,234,USB-C Cable,1,40.0,,2023-05-12,,Other,2023-05-22,Cash on deliv,Delayed! 😡,393,False,,False,Valid
ORD9470,王伟,王伟@hotmail.com,Germany,$,678,Smartphone,3,40.0,,2026-12-01,-3.0,Cancelled,2026-12-03,PayPal,,394,False,117.0,False,Invalid: Future Date
ORD6414,Anna Müller,annamüller@yahoo.com,USA,USD,345,Laptop Bag,1,25.0,,2026-12-01,-3.0,Delivered,2026-12-11,Cash on deliv,,399,False,22.0,False,Invalid: Future Date
ORD17003,Carlos Diaz,carlosdiaz@outlook.com,UK,USD,123,Wireless Mouse,2,25.0,,2023-05-12,,In Transit,2023-05-17,Credit Curd,Delayed! 😡,406,False,,False,Valid
ORD17713,Carlos Diaz,carlosdiaz@gmail.com,UK,$,234,Wireless Mouse,3,25.0,,2026-12-01,-3.0,In Transit,2026-12-11,Cash on deliv,<div>Hurry</div>,407,False,72.0,False,Invalid: Future Date
ORD6192,Marie Curie,mariecurie@gmail.com,DE,JPY,345,Wireless Mouse,1,40.0,,2023-05-12,,Cancelled,2023-05-11,Cash on deliv,<div>Hurry</div>,416,True,,False,Invalid: Delivery Date Error
ORD5965,Marie Curie,mariecurie@hotmail.com,DE,€,345,USB-C Cable,3,25.0,,2023-05-12,7.0,In Transit,2023-05-11,Cash on deliv,<div>Hurry</div>,419,True,82.0,False,Invalid: Delivery Date Error
ORD8644,Carlos Diaz,carlosdiaz@yahoo.com,DE,USD,999,Laptop Bag,1,40.0,,2026-12-01,-3.0,In Transit,2026-12-06,Cash on deliv,,421,False,37.0,False,Invalid: Future Date
ORD17605,Anna Müller,annamüller@hotmail.com,United Kingdom,JPY,678,Smartphone,1,25.0,,2023-05-12,,Other,2023-05-17,Cash on deliv,Excellent 👍,437,False,,False,Valid
,Marie Curie,mariecurie@yahoo.com,Deutschland,JPY,999,USB-C Cable,1,25.0,,2026-12-01,-3.0,In Transit,2026-12-11,credit card,<div>Hurry</div>,439,False,22.0,False,Invalid: Future Date
ORD13632,Carlos Diaz,carlosdiaz@outlook.com,United States,£,123,Wireless Mouse,2,40.0,,2026-12-01,7.0,In Transit,2026-11-30,PayPal,<div>Hurry</div>,442,True,87.0,False,Invalid: Future Date
ORD3557,Carlos Diaz,carlosdiaz@hotmail.com,United States,JPY,345,Smartphone,3,25.0,,2026-12-01,-3.0,In Transit,2026-11-30,paypal,Excellent 👍,444,True,72.0,False,Invalid: Future Date
ORD15890,Marie Curie,mariecurie@yahoo.com,Deutschland,$,234,USB-C Cable,3,25.0,,2023-05-12,,In Transit,2023-05-22,paypal,<div>Hurry</div>,456,False,,False,Valid
ORD9291,Jane Smith,janesmith@yahoo.com,United States,JPY,234,Gaming Chair,2,25.0,,2026-12-01,7.0,In Transit,2026-11-30,Credit Curd,Excellent 👍,457,True,57.0,False,Invalid: Future Date
ORD2296,Marie Curie,mariecurie@gmail.com,Deutschland,€,345,Laptop Bag,1,40.0,,2023-05-12,,In Transit,2023-05-11,Cash on deliv,,458,True,,False,Invalid: Delivery Date Error
ORD13426,Marie Curie,mariecurie@gmail.com,United Kingdom,£,234,Smartphone,2,40.0,,2023-05-12,,Other,2023-05-22,paypal,<div>Hurry</div>,464,False,,False,Valid
ORD17562,Anna Müller,annamüller@outlook.com,United States,$,123,Laptop Bag,2,25.0,,2023-05-12,-3.0,In Transit,2023-05-17,paypal,,470,False,47.0,False,Valid
ORD8770,Jane Smith,janesmith@hotmail.com,USA,JPY,999,Gaming Chair,2,40.0,,2023-05-12,5.0,Cancelled,2023-05-22,Credit Curd,Delayed! 😡,475,False,85.0,False,Valid
ORD19157,Jane Smith,janesmith@gmail.com,United Kingdom,€,123,Smartphone,3,40.0,,2026-12-01,,In Transit,2026-12-06,paypal,Excellent 👍,477,False,,False,Invalid: Future Date
ORD12093,Marie Curie,mariecurie@yahoo.com,USA,$,234,Laptop Bag,2,40.0,,2023-05-12,-3.0,In Transit,2023-05-14,PayPal,Delayed! 😡,480,False,77.0,False,Valid
ORD3970,Anna Müller,annamüller@outlook.com,USA,£,123,Wireless Mouse,2,25.0,,2026-12-01,,Other,2026-11-30,Credit Curd,,491,True,,False,Invalid: Future Date
ORD14244,Anna Müller,annamüller@yahoo.com,UK,JPY,999,Wireless Mouse,3,40.0,,2023-05-12,,In Transit,2023-05-22,credit card,,497,False,,False,Valid
ORD14450,Jane Smith,janesmith@outlook.com,Germany,JPY,123,Gaming Chair,1,25.0,,2026-12-01,7.0,Cancelled,2026-11-30,credit card,,498,True,32.0,False,Invalid: Future Date
,Jane Smith,janesmith@gmail.com,United States,USD,999,Gaming Chair,3,40.0,,2023-05-12,,In Transit,2023-05-14,paypal,<div>Hurry</div>,499,False,,False,Valid
ORD7847,Anna Müller,annamüller@yahoo.com,Germany,USD,999,Smartphone,3,25.0,,2023-05-12,7.0,Delivered,2023-05-11,paypal,Excellent 👍,504,True,82.0,False,Invalid: Delivery Date Error
ORD9938,Jane Smith,janesmith@gmail.com,DE,USD,123,Laptop Bag,2,25.0,,2023-05-12,-3.0,In Transit,2023-05-22,Credit Curd,Delayed! 😡,517,False,47.0,False,Valid
ORD17264,王伟,王伟@outlook.com,Germany,JPY,123,Gaming Chair,3,25.0,,2023-05-12,5.0,Other,2023-05-11,PayPal,,519,True,80.0,False,Invalid: Delivery Date Error
ORD3193,Jane Smith,janesmith@hotmail.com,USA,USD,999,Wireless Mouse,3,40.0,,2023-05-12,,In Transit,2023-05-11,PayPal,,523,True,,False,Invalid: Delivery Date Error
ORD10859,王伟,王伟@gmail.com,UK,USD,678,Laptop Bag,1,25.0,,2023-05-12,,Delivered,2023-05-22,credit card,<div>Hurry</div>,527,False,,False,Valid
ORD15638,Anna Müller,annamüller@outlook.com,United Kingdom,$,678,Gaming Chair,3,40.0,,2023-05-12,5.0,Other,2023-05-14,credit card,<div>Hurry</div>,530,False,125.0,False,Valid
ORD12072,John Doe,johndoe@outlook.com,United States,£,234,USB-C Cable,3,25.0,,2023-05-12,5.0,Cancelled,2023-05-11,Credit Curd,,535,True,80.0,False,Invalid: Delivery Date Error
ORD3390,Jane Smith,janesmith@yahoo.com,United States,USD,123,Wireless Mouse,1,25.0,,2026-12-01,-3.0,In Transit,2026-12-11,paypal,,539,False,22.0,False,Invalid: Future Date
,Carlos Diaz,carlosdiaz@yahoo.com,USA,$,234,Smartphone,3,40.0,,2023-05-12,-3.0,Delivered,2023-05-17,Credit Curd,Delayed! 😡,543,False,117.0,False,Valid
ORD13560,John Doe,johndoe@yahoo.com,USA,$,999,Smartphone,1,25.0,,2023-05-12,,Cancelled,2023-05-17,Cash on deliv,,546,False,,False,Valid
ORD7782,Jane Smith,janesmith@outlook.com,United States,£,234,Laptop Bag,2,25.0,,2023-05-12,,Other,2023-05-11,credit card,,547,True,,False,Invalid: Delivery Date Error
ORD17306,Jane Smith,janesmith@yahoo.com,United Kingdom,JPY,234,Wireless Mouse,2,40.0,,2026-12-01,,In Transit,2026-12-06,Credit Curd,Delayed! 😡,548,False,,False,Invalid: Future Date
,Carlos Diaz,carlosdiaz@outlook.com,United States,€,234,Smartphone,1,40.0,,2023-05-12,7.0,Other,2023-05-14,credit card,<div>Hurry</div>,554,False,47.0,False,Valid
ORD12285,Jane Smith,janesmith@yahoo.com,United States,USD,999,Laptop Bag,3,25.0,,2023-05-12,7.0,Other,2023-05-17,PayPal,,556,False,82.0,False,Valid
,王伟,王伟@outlook.com,United Kingdom,£,345,Gaming Chair,1,40.0,,2023-05-12,7.0,Delivered,2023-05-22,credit card,,559,False,47.0,False,Valid
ORD12424,Carlos Diaz,carlosdiaz@yahoo.com,United Kingdom,JPY,678,Smartphone,1,40.0,,2023-05-12,,Cancelled,2023-05-17,credit card,Delayed! 😡,573,False,,False,Valid
ORD1100,Marie Curie,mariecurie@yahoo.com,Deutschland,JPY,999,Wireless Mouse,2,40.0,,2026-12-01,,Delivered,2026-12-06,Cash on deliv,Delayed! 😡,576,False,,False,Invalid: Future Date
ORD16087,王伟,王伟@gmail.com,United States,€,678,Gaming Chair,2,40.0,,2023-05-12,,Other,2023-05-14,credit card,<div>Hurry</div>,578,False,,False,Valid
ORD9010,John Doe,johndoe@yahoo.com,Germany,JPY,123,Gaming Chair,3,40.0,,2026-12-01,,In Transit,2026-11-30,PayPal,<div>Hurry</div>,582,True,,False,Invalid: Future Date
ORD17810,王伟,王伟@outlook.com,United Kingdom,€,999,Gaming Chair,2,25.0,,2026-12-01,,In Transit,2026-12-03,Credit Curd,Excellent 👍,588,False,,False,Invalid: Future Date
ORD16107,王伟,王伟@hotmail.com,Deutschland,$,234,Gaming Chair,2,40.0,,2023-05-12,,Delivered,2023-05-11,paypal,Excellent 👍,589,True,,False,Invalid: Delivery Date Error
ORD8221,Anna Müller,annamüller@gmail.com,Germany,£,234,USB-C Cable,1,40.0,,2023-05-12,5.0,Other,2023-05-17,Credit Curd,,604,False,45.0,False,Valid
ORD14798,王伟,王伟@yahoo.com,Germany,£,678,USB-C Cable,1,40.0,,2023-05-12,,Cancelled,2023-05-22,PayPal,Delayed! 😡,606,False,,False,Valid
ORD13600,Anna Müller,annamüller@hotmail.com,UK,$,123,Smartphone,3,40.0,,2023-05-12,5.0,Cancelled,2023-05-11,Credit Curd,Excellent 👍,607,True,125.0,False,Invalid: Delivery Date Error
ORD2096,Jane Smith,janesmith@outlook.com,United Kingdom,$,999,Wireless Mouse,2,25.0,,2023-05-12,,Cancelled,2023-05-22,Credit Curd,<div>Hurry</div>,610,False,,False,Valid
ORD15051,Carlos Diaz,carlosdiaz@gmail.com,Germany,€,999,Smartphone,1,25.0,,2023-05-12,,Cancelled,2023-05-22,paypal,,618,False,,False,Valid
ORD16310,Carlos Diaz,carlosdiaz@hotmail.com,United Kingdom,£,678,USB-C Cable,3,25.0,,2023-05-12,5.0,In Transit,2023-05-11,credit card,Excellent 👍,638,True,80.0,False,Invalid: Delivery Date Error
ORD7468,Anna Müller,annamüller@yahoo.com,United States,$,345,Wireless Mouse,1,40.0,,2023-05-12,5.0,Delivered,2023-05-14,Cash on deliv,,642,False,45.0,False,Valid
ORD9386,Anna Müller,annamüller@gmail.com,DE,€,999,Gaming Chair,2,25.0,,2023-05-12,,Other,2023-05-11,credit card,,643,True,,False,Invalid: Delivery Date Error
,John Doe,johndoe@gmail.com,United States,USD,678,Gaming Chair,1,40.0,,2023-05-12,5.0,Other,2023-05-22,Cash on deliv,,648,False,45.0,False,Valid
ORD19075,Jane Smith,janesmith@hotmail.com,Germany,$,999,Gaming Chair,1,25.0,,2026-12-01,-3.0,Other,2026-12-06,credit card,Delayed! 😡,663,False,22.0,False,Invalid: Future Date
ORD1674,John Doe,johndoe@gmail.com,United Kingdom,$,999,Wireless Mouse,1,25.0,,2023-05-12,-3.0,Delivered,2023-05-22,Credit Curd,,670,False,22.0,False,Valid
ORD2801,Carlos Diaz,carlosdiaz@outlook.com,DE,£,345,Smartphone,2,40.0,,2026-12-01,7.0,In Transit,2026-12-06,PayPal,,706,False,87.0,False,Invalid: Future Date
ORD5346,王伟,王伟@yahoo.com,DE,USD,345,Smartphone,3,40.0,,2023-05-12,7.0,In Transit,2023-05-22,paypal,Delayed! 😡,714,False,127.0,False,Valid
ORD14065,Carlos Diaz,carlosdiaz@gmail.com,United States,JPY,999,Gaming Chair,1,40.0,,2026-12-01,7.0,Other,2026-12-03,paypal,Delayed! 😡,722,False,47.0,False,Invalid: Future Date
ORD12475,John Doe,johndoe@yahoo.com,United States,€,234,Smartphone,1,25.0,,2023-05-12,,Cancelled,2023-05-22,Credit Curd,,723,False,,False,Valid
ORD5684,王伟,王伟@outlook.com,United Kingdom,USD,999,Smartphone,2,40.0,,2026-12-01,-3.0,Other,2026-12-06,credit card,Excellent 👍,724,False,77.0,False,Invalid: Future Date
ORD15221,John Doe,johndoe@yahoo.com,United States,€,123,Laptop Bag,2,40.0,,2023-05-12,7.0,In Transit,2023-05-17,Credit Curd,,728,False,87.0,False,Valid
ORD15395,Carlos Diaz,carlosdiaz@yahoo.com,United States,€,123,USB-C Cable,2,40.0,,2023-05-12,,In Transit,2023-05-14,PayPal,Delayed! 😡,735,False,,False,Valid
,王伟,王伟@outlook.com,United States,JPY,678,USB-C Cable,3,25.0,,2023-05-12,-3.0,In Transit,2023-05-14,credit card,,736,False,72.0,False,Valid
,Jane Smith,janesmith@gmail.com,United Kingdom,$,234,Smartphone,1,40.0,,2023-05-12,,Other,2023-05-14,Cash on deliv,<div>Hurry</div>,749,False,,False,Valid
ORD13315,Jane Smith,janesmith@gmail.com,Deutschland,JPY,123,Wireless Mouse,3,25.0,,2023-05-12,,Cancelled,2023-05-14,credit card,Excellent 👍,753,False,,False,Valid
ORD16510,Marie Curie,mariecurie@gmail.com,United States,$,999,Smartphone,2,25.0,,2026-12-01,,Other,2026-11-30,paypal,Delayed! 😡,758,True,,False,Invalid: Future Date
ORD15196,Jane Smith,janesmith@gmail.com,Germany,€,234,Wireless Mouse,1,25.0,,2023-05-12,7.0,Other,2023-05-22,Credit Curd,,763,False,32.0,False,Valid
,Marie Curie,mariecurie@yahoo.com,Deutschland,JPY,678,Laptop Bag,1,40.0,,2026-12-01,7.0,Cancelled,2026-12-03,Cash on deliv,Excellent 👍,768,False,47.0,False,Invalid: Future Date
ORD3964,John Doe,johndoe@hotmail.com,United Kingdom,€,999,USB-C Cable,3,40.0,,2026-12-01,-3.0,Delivered,2026-12-06,Cash on deliv,,770,False,117.0,False,Invalid: Future Date
ORD3127,John Doe,johndoe@outlook.com,Germany,$,345,USB-C Cable,2,40.0,,2023-05-12,,Delivered,2023-05-14,paypal,,774,False,,False,Valid
ORD1458,John Doe,johndoe@gmail.com,UK,$,123,Laptop Bag,1,40.0,,2023-05-12,,Delivered,2023-05-14,Cash on deliv,Delayed! 😡,775,False,,False,Valid
ORD12039,John Doe,johndoe@gmail.com,Germany,$,234,Smartphone,2,40.0,,2026-12-01,,Cancelled,2026-12-11,paypal,<div>Hurry</div>,780,False,,False,Invalid: Future Date
ORD6833,John Doe,johndoe@yahoo.com,DE,USD,123,Laptop Bag,3,40.0,,2023-05-12,7.0,In Transit,2023-05-22,credit card,Excellent 👍,788,False,127.0,False,Valid
ORD18189,王伟,王伟@outlook.com,DE,$,678,Wireless Mouse,2,25.0,,2023-05-12,7.0,Other,2023-05-11,credit card,<div>Hurry</div>,792,True,57.0,False,Invalid: Delivery Date Error
,Marie Curie,mariecurie@gmail.com,UK,€,123,USB-C Cable,2,25.0,,2023-05-12,,Delivered,2023-05-17,paypal,Delayed! 😡,797,False,,False,Valid
ORD8579,Marie Curie,mariecurie@outlook.com,Germany,€,678,USB-C Cable,3,25.0,,2023-05-12,5.0,Cancelled,2023-05-14,PayPal,Excellent 👍,812,False,80.0,False,Valid
